Company Name,Industry,Symbol,Series,ISIN Code,yfinance_symbol
Hindustan Aeronautics Ltd.,Capital Goods,HAL,EQ,INE066F01020,HAL.NS
Hindustan Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels,HINDPETRO,EQ,INE094A01015,HINDPETRO.NS
Hindustan Unilever Ltd.,Fast Moving Consumer Goods,HINDUNILVR,EQ,INE030A01027,HINDUNILVR.NS
Hindustan Zinc Ltd.,Metals & Mining,HINDZINC,EQ,INE267A01025,HINDZINC.NS
Hitachi Energy India Ltd.,Capital Goods,POWERINDIA,EQ,INE07Y701011,POWERINDIA.NS
Housing & Urban Development Corporation Ltd.,Financial Services,HUDCO,EQ,INE031A01017,HUDCO.NS
Hyundai Motor India Ltd.,Automobile and Auto Components,HYUNDAI,EQ,INE0V6F01027,HYUNDAI.NS
ICICI Bank Ltd.,Financial Services,ICICIBANK,EQ,INE090A01021,ICICIBANK.NS
ICICI Lombard General Insurance Company Ltd.,Financial Services,ICICIGI,EQ,INE765G01017,ICICIGI.NS
ICICI Prudential Asset Management Company Ltd.,Financial Services,ICICIAMC,EQ,INE346A01027,ICICIAMC.NS
IDFC First Bank Ltd.,Financial Services,IDFCFIRSTB,EQ,INE092T01019,IDFCFIRSTB.NS
ITC Ltd.,Fast Moving Consumer Goods,ITC,EQ,INE154A01025,ITC.NS
Indian Bank,Financial Services,INDIANB,EQ,INE562A01011,INDIANB.NS
Indian Hotels Co. Ltd.,Consumer Services,INDHOTEL,EQ,INE053A01029,INDHOTEL.NS
Indian Oil Corporation Ltd.,Oil Gas & Consumable Fuels,IOC,EQ,INE242A01010,IOC.NS
Indian Railway Catering And Tourism Corporation Ltd.,Consumer Services,IRCTC,EQ,INE335Y01020,IRCTC.NS
Indian Railway Finance Corporation Ltd.,Financial Services,IRFC,EQ,INE053F01010,IRFC.NS
Indian Renewable Energy Development Agency Ltd.,Financial Services,IREDA,EQ,INE202E01016,IREDA.NS
Indus Towers Ltd.,Telecommunication,INDUSTOWER,EQ,INE121J01017,INDUSTOWER.NS
IndusInd Bank Ltd.,Financial Services,INDUSINDBK,EQ,INE095A01012,INDUSINDBK.NS
Info Edge (India) Ltd.,Consumer Services,NAUKRI,EQ,INE663F01032,NAUKRI.NS
Infosys Ltd.,Information Technology,INFY,EQ,INE009A01021,INFY.NS
InterGlobe Aviation Ltd.,Services,INDIGO,EQ,INE646L01027,INDIGO.NS
JSW Energy Ltd.,Power,JSWENERGY,EQ,INE121E01018,JSWENERGY.NS
JSW Steel Ltd.,Metals & Mining,JSWSTEEL,EQ,INE019A01038,JSWSTEEL.NS
Jindal Steel Ltd.,Metals & Mining,JINDALSTEL,EQ,INE749A01030,JINDALSTEL.NS
Jio Financial Services Ltd.,Financial Services,JIOFIN,EQ,INE758E01017,JIOFIN.NS
Jubilant Foodworks Ltd.,Consumer Services,JUBLFOOD,EQ,INE797F01020,JUBLFOOD.NS
KEI Industries Ltd.,Capital Goods,KEI,EQ,INE878B01027,KEI.NS
KPIT Technologies Ltd.,Information Technology,KPITTECH,EQ,INE04I401011,KPITTECH.NS
Kalyan Jewellers India Ltd.,Consumer Durables,KALYANKJIL,EQ,INE303R01014,KALYANKJIL.NS
Kotak Mahindra Bank Ltd.,Financial Services,KOTAKBANK,EQ,INE237A01036,KOTAKBANK.NS
L&T Finance Ltd.,Financial Services,LTF,EQ,INE498L01015,LTF.NS
LG Electronics India Ltd.,Consumer Durables,LGEINDIA,EQ,INE324D01010,LGEINDIA.NS
LIC Housing Finance Ltd.,Financial Services,LICHSGFIN,EQ,INE115A01026,LICHSGFIN.NS
LTM Ltd.,Information Technology,LTM,EQ,INE214T01019,LTM.NS
Larsen & Toubro Ltd.,Construction,LT,EQ,INE018A01030,LT.NS
Laurus Labs Ltd.,Healthcare,LAURUSLABS,EQ,INE947Q01028,LAURUSLABS.NS
Lenskart Solutions Ltd.,Consumer Services,LENSKART,EQ,INE956O01016,LENSKART.NS
Lodha Developers Ltd.,Realty,LODHA,EQ,INE670K01029,LODHA.NS
Lupin Ltd.,Healthcare,LUPIN,EQ,INE326A01037,LUPIN.NS
MRF Ltd.,Automobile and Auto Components,MRF,EQ,INE883A01011,MRF.NS
Mahindra & Mahindra Financial Services Ltd.,Financial Services,M&MFIN,EQ,INE774D01024,M&MFIN.NS
Mahindra & Mahindra Ltd.,Automobile and Auto Components,M&M,EQ,INE101A01026,M&M.NS
Mankind Pharma Ltd.,Healthcare,MANKIND,EQ,INE634S01028,MANKIND.NS
Marico Ltd.,Fast Moving Consumer Goods,MARICO,EQ,INE196A01026,MARICO.NS
Maruti Suzuki India Ltd.,Automobile and Auto Components,MARUTI,EQ,INE585B01010,MARUTI.NS
Max Financial Services Ltd.,Financial Services,MFSL,EQ,INE180A01020,MFSL.NS
Max Healthcare Institute Ltd.,Healthcare,MAXHEALTH,EQ,INE027H01010,MAXHEALTH.NS
Mazagoan Dock Shipbuilders Ltd.,Capital Goods,MAZDOCK,EQ,INE249Z01020,MAZDOCK.NS
Motilal Oswal Financial Services Ltd.,Financial Services,MOTILALOFS,EQ,INE338I01027,MOTILALOFS.NS
MphasiS Ltd.,Information Technology,MPHASIS,EQ,INE356A01018,MPHASIS.NS
Multi Commodity Exchange of India Ltd.,Financial Services,MCX,EQ,INE745G01043,MCX.NS
Muthoot Finance Ltd.,Financial Services,MUTHOOTFIN,EQ,INE414G01012,MUTHOOTFIN.NS
NHPC Ltd.,Power,NHPC,EQ,INE848E01016,NHPC.NS
NMDC Ltd.,Metals & Mining,NMDC,EQ,INE584A01023,NMDC.NS
NTPC Ltd.,Power,NTPC,EQ,INE733E01010,NTPC.NS
National Aluminium Co. Ltd.,Metals & Mining,NATIONALUM,EQ,INE139A01034,NATIONALUM.NS
Nestle India Ltd.,Fast Moving Consumer Goods,NESTLEIND,EQ,INE239A01024,NESTLEIND.NS
Oberoi Realty Ltd.,Realty,OBEROIRLTY,EQ,INE093I01010,OBEROIRLTY.NS
Oil & Natural Gas Corporation Ltd.,Oil Gas & Consumable Fuels,ONGC,EQ,INE213A01029,ONGC.NS
Oil India Ltd.,Oil Gas & Consumable Fuels,OIL,EQ,INE274J01014,OIL.NS
One 97 Communications Ltd.,Financial Services,PAYTM,EQ,INE982J01020,PAYTM.NS
Oracle Financial Services Software Ltd.,Information Technology,OFSS,EQ,INE881D01027,OFSS.NS
PB Fintech Ltd.,Financial Services,POLICYBZR,EQ,INE417T01026,POLICYBZR.NS
PI Industries Ltd.,Chemicals,PIIND,EQ,INE603J01030,PIIND.NS
Page Industries Ltd.,Textiles,PAGEIND,EQ,INE761H01022,PAGEIND.NS
Patanjali Foods Ltd.,Fast Moving Consumer Goods,PATANJALI,EQ,INE619A01035,PATANJALI.NS
Persistent Systems Ltd.,Information Technology,PERSISTENT,EQ,INE262H01021,PERSISTENT.NS
Phoenix Mills Ltd.,Realty,PHOENIXLTD,EQ,INE211B01039,PHOENIXLTD.NS
Pidilite Industries Ltd.,Chemicals,PIDILITIND,EQ,INE318A01026,PIDILITIND.NS
Polycab India Ltd.,Capital Goods,POLYCAB,EQ,INE455K01017,POLYCAB.NS
Power Finance Corporation Ltd.,Financial Services,PFC,EQ,INE134E01011,PFC.NS
Power Grid Corporation of India Ltd.,Power,POWERGRID,EQ,INE752E01010,POWERGRID.NS
Premier Energies Ltd.,Capital Goods,PREMIERENE,EQ,INE0BS701011,PREMIERENE.NS
Prestige Estates Projects Ltd.,Realty,PRESTIGE,EQ,INE811K01011,PRESTIGE.NS
Punjab National Bank,Financial Services,PNB,EQ,INE160A01022,PNB.NS
REC Ltd.,Financial Services,RECLTD,EQ,INE020B01018,RECLTD.NS
Radico Khaitan Ltd,Fast Moving Consumer Goods,RADICO,EQ,INE944F01028,RADICO.NS
Rail Vikas Nigam Ltd.,Construction,RVNL,EQ,INE415G01027,RVNL.NS
Reliance Industries Ltd.,Oil Gas & Consumable Fuels,RELIANCE,EQ,INE002A01018,RELIANCE.NS
SBI Cards and Payment Services Ltd.,Financial Services,SBICARD,EQ,INE018E01016,SBICARD.NS
SBI Life Insurance Company Ltd.,Financial Services,SBILIFE,EQ,INE123W01016,SBILIFE.NS
SRF Ltd.,Chemicals,SRF,EQ,INE647A01010,SRF.NS
Samvardhana Motherson International Ltd.,Automobile and Auto Components,MOTHERSON,EQ,INE775A01035,MOTHERSON.NS
Shree Cement Ltd.,Construction Materials,SHREECEM,EQ,INE070A01015,SHREECEM.NS
Shriram Finance Ltd.,Financial Services,SHRIRAMFIN,EQ,INE721A01047,SHRIRAMFIN.NS
Siemens Energy India Ltd.,Capital Goods,ENRIN,EQ,INE1NPP01017,ENRIN.NS
Siemens Ltd.,Capital Goods,SIEMENS,EQ,INE003A01024,SIEMENS.NS
Solar Industries India Ltd.,Chemicals,SOLARINDS,EQ,INE343H01029,SOLARINDS.NS
State Bank of India,Financial Services,SBIN,EQ,INE062A01020,SBIN.NS
Steel Authority of India Ltd.,Metals & Mining,SAIL,EQ,INE114A01011,SAIL.NS
Sun Pharmaceutical Industries Ltd.,Healthcare,SUNPHARMA,EQ,INE044A01036,SUNPHARMA.NS
Supreme Industries Ltd.,Capital Goods,SUPREMEIND,EQ,INE195A01028,SUPREMEIND.NS
Suzlon Energy Ltd.,Capital Goods,SUZLON,EQ,INE040H01021,SUZLON.NS
Swiggy Ltd.,Consumer Services,SWIGGY,EQ,INE00H001014,SWIGGY.NS
TVS Motor Company Ltd.,Automobile and Auto Components,TVSMOTOR,EQ,INE494B01023,TVSMOTOR.NS
Tata Capital Ltd.,Financial Services,TATACAP,EQ,INE976I01016,TATACAP.NS
Tata Communications Ltd.,Telecommunication,TATACOMM,EQ,INE151A01013,TATACOMM.NS
Tata Consultancy Services Ltd.,Information Technology,TCS,EQ,INE467B01029,TCS.NS
Tata Consumer Products Ltd.,Fast Moving Consumer Goods,TATACONSUM,EQ,INE192A01025,TATACONSUM.NS
Tata Elxsi Ltd.,Information Technology,TATAELXSI,EQ,INE670A01012,TATAELXSI.NS
Tata Investment Corporation Ltd.,Financial Services,TATAINVEST,EQ,INE672A01026,TATAINVEST.NS
Tata Motors Ltd.,Capital Goods,TMCV,EQ,INE1TAE01010,TMCV.NS
Tata Motors Passenger Vehicles Ltd.,Automobile and Auto Components,TMPV,EQ,INE155A01022,TMPV.NS
Tata Power Co. Ltd.,Power,TATAPOWER,EQ,INE245A01021,TATAPOWER.NS
Tata Steel Ltd.,Metals & Mining,TATASTEEL,EQ,INE081A01020,TATASTEEL.NS
Tech Mahindra Ltd.,Information Technology,TECHM,EQ,INE669C01036,TECHM.NS
Titan Company Ltd.,Consumer Durables,TITAN,EQ,INE280A01028,TITAN.NS
Torrent Pharmaceuticals Ltd.,Healthcare,TORNTPHARM,EQ,INE685A01028,TORNTPHARM.NS
Trent Ltd.,Consumer Services,TRENT,EQ,INE849A01020,TRENT.NS
Tube Investments of India Ltd.,Automobile and Auto Components,TIINDIA,EQ,INE974X01010,TIINDIA.NS
UPL Ltd.,Chemicals,UPL,EQ,INE628A01036,UPL.NS
UltraTech Cement Ltd.,Construction Materials,ULTRACEMCO,EQ,INE481G01011,ULTRACEMCO.NS
Union Bank of India,Financial Services,UNIONBANK,EQ,INE692A01016,UNIONBANK.NS
United Spirits Ltd.,Fast Moving Consumer Goods,UNITDSPR,EQ,INE854D01024,UNITDSPR.NS
Varun Beverages Ltd.,Fast Moving Consumer Goods,VBL,EQ,INE200M01039,VBL.NS
Vedanta Ltd.,Metals & Mining,VEDL,EQ,INE205A01025,VEDL.NS
Vishal Mega Mart Ltd.,Consumer Services,VMM,EQ,INE01EA01019,VMM.NS
Vodafone Idea Ltd.,Telecommunication,IDEA,EQ,INE669E01016,IDEA.NS
Voltas Ltd.,Consumer Durables,VOLTAS,EQ,INE226A01021,VOLTAS.NS
Waaree Energies Ltd.,Capital Goods,WAAREEENER,EQ,INE377N01017,WAAREEENER.NS
Wipro Ltd.,Information Technology,WIPRO,EQ,INE075A01022,WIPRO.NS
Yes Bank Ltd.,Financial Services,YESBANK,EQ,INE528G01035,YESBANK.NS
Zydus Lifesciences Ltd.,Healthcare,ZYDUSLIFE,EQ,INE010B01027,ZYDUSLIFE.NS
